Key,Description,Standard,Chinese,Japanese,TraditionalChinese,French,Korean,Basque,Italian,Spanish,Deutsch,Russian,Turkish,Brazilian,Polish
MainMenuDifficultyPanel-Expert Difficulty description,,Less health regeneration. \nFor people who like hard challenges,较少的战斗生命值回复. 适合喜欢挑战困难的人,体力の回復速度低下。\n高難度を愛する人用,較少的戰鬥生命值回復. 適合喜歡挑戰困難的人,Régénération de vie plus lente. \nPour ceux qui apprécient les défis plus difficiles,더 느린 체력 회복속도.\n 어려운 도전을 좋아하는 사람을 위해,Bizitza astiro leheneratzen da. Erronka zailak atsegin dituztenentzat.,Meno rigenerazione della vita. \nPer quelli a cui piacciono le sfide difficili.,Menos regeneración de vida. \nPara quienes disfrutan de un buen reto.,"Weniger Regeneration.\nFür diejenigen, die schwere Herausforderungen mögen.","Медленная регенерация здоровья.\nДля тех, кто любит тяжёлые испытания.",Daha az sağlık yenilenmesi. \nZorlu savaşları sevenler için,Regeneração de vida lenta. \nPara pessoas que gostam de desafios difíceis.,"Mniejsza regeneracja zdrowia.\nDla ludzi, którzy lubią trudne wyzwania"
MainMenuDifficultyPanel-Title,,Difficulty,游戏难度,難易度,遊戲難度,Difficulté,난이도,Zailtasuna,Difficoltà,Dificultad,Schwierigkeit,Сложность,Zorluk,Dificuldade,Trudność
MenuWarningPopUp-Text2,,Are you sure?,你确定吗?,本当によろしいですか？,你確定嗎?,Êtes-vous certain ?,확실합니까?,Ziur al zaude?,Sei sicuro?,¿Estás seguro?,Bist du sicher?,Вы уверены?,Emin misin?,Você tem certeza?,Czy jesteś pewny?
Settings-Other Music,,OTHER MUSIC,音效,その他の音楽,音效,Autre musique,기타 음악,BESTE MUSIKA,Altra musica,OTRA MÚSICA,Andere Musik,Прочая музыка,Diğer şarkı,OUTRAS MÚSICAS,INNA MUZYKA
Settings-Controls,,Controls,操作指南,コントロール,操作指南,Contrôles,조작,Kontrolak,Controlli,Controles,Steuerung,Управление,Kontroller,Controles,Sterowanie
Settings-Text - TextFastest+,,Text speed - Fastest+,文字速度-最最快,テキスト速度-最速+,文字速度-最最快,Vitesse de lecture - Extrêmement Rapide+,텍스트 속도 - 가장 빠름+,Testu abiadura azkarrena+,Velocità testo - Velocissimo+,Velocidad del texto - Rapidísimo+,Textgeschwindigkeit - Schnellste+,Скорость текста - Сверхвысокая+,Yazı hızı -En hızlı+,Velocidade do texto - Super Sônico,Prędkość tekstu - Najszybszy+
MainMenuControllerLayout-Movement,,Move,移动,動作,移動,Déplacement,이동,Mugitu,Movimento,Moverse,Bewegen,Движение,Hareket,Movimento,Ruch
Home-Credits,,A game made by Foreign Gnomes,游戏由Foreign Gnomes出品,このゲームはForeign Gnomeの作品です,遊戲由Foreign Gnomes出品,Un jeu de Foreign Gnomes,A game made by Foreign Gnomes,Foreign Gnomes-ek egindako joko bat,Un gioco fatto da Foreign Gnomes,Un juego de Foreign Gnomes,Ein Spiel von Foreign Gnomes,Создатели игры - Foreign Gnomes,Bu oyun Foreign Gnomes tarafından yapılmıştır.,Um jogo produzido por Foreign Gnomes,Gra stworzona przez Foreign Gnomes
MenuWarningPopUp-NO,,NO,否,いいえ,否,NON,아니오,EZ,NO,NO,NEIN,НЕТ,HAYIR,NÃO,NIE
Settings-Language,,Language,语言,言語,語言,Langue,언어,Hizkuntza,Lingua,Idioma,Sprache,Язык,Dil,Idioma,Język
MainMenuControllerLayout-Movement (1),,Move,移动,動作,移動,Déplacement,이동,Mugitu,Movimento,Moverse,Bewegen,Движение,Hareket,Movimento,Ruch
Settings-Text - TextFastest,,Text speed - Fastest\n,文字速度-最快,テキスト速度-最速\n,文字速度-最快,Vitesse de lecture - Extrêmement Rapide\n,텍스트 속도 - 가장 빠름,Testu abiadura azkarrena\n,Velocità testo - Velocissimo\n,Velocidad del texto - Rapidísimo\n,Textgeschwindigkeit - Schnellste,Скорость текста - Сверхвысокая\n,Yazı hızı -En hızlı\n,Velocidade do texto - Sônico\n,Prędkość tekstu - Najszybszy\n
MainMenuDifficultyPanel-Normal Difficulty description,,Faster life regeneration. Recommended if you don't like losing but still prefer some challenge in games.,"战斗中拥有较快的生命回复速度. 如果你不喜欢输, 但还是喜欢在游戏中进行一些挑战的话, 推荐你使用.",ライフの回復が早い。負けず嫌いでも手ごたえは欲しい人にお勧め。,"戰鬥中擁有較快的生命回復速度. 如果你不喜歡輸, 但還是喜歡在遊戲中進行一些挑戰的話, 推薦你使用.",Régénération de vie plus rapide. Recommendée à ceux qui n'aiment pas perdre mais préfèrent quand même du défi,"더 빠른 체력 회복속도. 게임오버가 두렵지만, 도전을 원하는 사람들을 위해",Bizitza azkar leheneratzen da. Asko galdu gabe erronka pixka bat nahi dutenentzat.,Rigenerazione della vita più veloce. Raccomandata a chi non piace perdere ma vuole lo stesso un po' di sfida.,Mayor regeneración de vida. Recomendado para los que no disfrutan perdiendo pero todavía quieren un pequeño desafío.,"Schnellere Regeneration. Für diejenigen, die nicht gerne verlieren, aber sich dennoch fordern wollen.","Быстрая регенерация здоровья. Для тех, кто не любит проигрывать, но хочет преодолевать трудности!",Daha hızlı can yenilenmesi. Kaybetmeyi sevmeyen ama aynı zamanda zorluk tercih edenler için,Regeneração de vida mais rápida. Recomendado se você não gosta de perder mas ainda prefere um pouco de desafio.,"Szybsza regeneracja zdrowia. Rekomendowana, jeśli nie lubisz przegrywać, ale nadal preferujesz wyzwania."
MainMenuControllerLayout-Deflect,,Deflect,回击,打ち返す,回擊,Renvoyer,반사,Desbideratu,Defletti,Devolver,Parieren,Отражение,Yansıt,Defletir,Odbij
MainMenuDifficultyPanel-Normal,,Normal,正常,ノーマル,正常,Normal,보통,Normala,Normale,Normal,Normal,Нормальная,Normal,Normal,Normalny
MainMenuDifficultyPanel-Hard Difficulty description,,"Makes winning feel good. 
You will die.",让赢起来的感觉很好. 原汁原味的游戏体验.,勝利の爽快感を。ゲームをより楽しみたい人向け,讓贏起來的感覺很好. 原汁原味的遊戲體驗.,Rend la victoire plus gratifiante. Le jeu est pensé pour être joué avec cette difficulté,"성취감 있는 승리.
적당히 죽음을 경험해보고 싶은 사람을 위해","Garaipenak atseginak dira.
Hilko zara.",Rende la vittoria soddisfacente. Preparati a morire.,"Hace que la victoria sea gratificante. 
 Vas a morir.","Gewinnen fühlt sich gut an.
 Du wirst sterben.",Оставляет приятные ощущения от победы.\nВы будете умирать.,Kazanınca iyi hissettirir. Yapımcıların amaçladığı deneyim,"Deixa as vitórias satisfatórias. 
Você vai morrer.","Sprawia, że dobrze się czujesz z wygranej.
 Będziesz umierać."
Settings-Text - TextFaster+,,Text speed - Faster+,文字速度-更更快,テキスト速度-より高速+,文字速度-更更快,Vitesse de lecture - Très rapide+,텍스트 속도 - 매우 빠름+,Testu abiadura azkarragoa+,Velocità testo - Molto Veloce+,Velocidad del texto - Rápido+,Textgeschwindigkeit - Schneller+,Скорость текста - Очень высокая+,Yazı hızı -Daha hızlı+,Velocidade do texto - Super Veloz,Prędkość tekstu - Szybszy+
MainMenuControllerLayout-Title,,Controllers,手柄,コントローラ,手柄,Manette,컨트롤러,Aginteak,Controller,Mandos,Controller,Контроллеры,Oyun Kumandası,Controles,Kontrolery
Home-Warning,,Warning for flashing imagery.,光癫痫警告,画像の点滅についてのご注意,光癲癇警告,Attention aux flashs lumineux,광과민성 이미지 주의,Kontuz: distira azkarrak.,Attenzione: luci lampeggianti,Aviso,Warnung vor blinkenden Bildern,Внимание: мерцающие изображения.     ,Parlak görüntüler için uyarı,Aviso de luzes fortes.,Ostrzeżenie dla osób z epilepsją.
\n,,,,,,,,,,,,,Evet,,
MainMenuControllerLayout-Menu,,Menu,菜单,メニュー,菜單,Menu,메뉴,Menua,Menu,Menú,Menü,Меню,Menü,Menu,Menu
Settings-Text - FullScreen,,Press <size=23>F3</size> to toggle Full Screen.,按下 <size=23>F3</size>可进入全屏模式,<size=23>F3</size>を押してフルスクリーンを切り替えます,按下 <size=23>F3</size>可進入全屏模式,Appuyez sur <size=23>F3</size> pour faire basculer le Plein Écran,<size=23>F3</size>을 눌러 전체화면으로 바꿉니다.,Pantaila Osoa: <size=23>F3</size> sakatu.,Premi <size=23>F3</size> per attivare lo Schermo Intero,Pulsa <size=23>F3</size> para activar o desactivar la pantalla completa.,"Drücke <size=23>F3</size>, um Vollbild zu (de)aktivieren.",Нажмите <size=23>F3</size> для переключения на Полный экран.,Bas <size=23>F3</size> TO Toggle TümEKran,<size=23>F3</size> para ativar a Tela Cheia.,"Naciśnij <size=23>F3</size>, aby włączyć Pełny Ekran."
MainMenuDifficultyPanel-Expert,,Expert,专家,エキスパート,專家,Expert,전문가,Aditua,Esperto,Experto,Experte,Эксперт,Uzman,Expert,Mistrzowski
Settings-Title,,Settings,设定,設定,設定,Options,설정,Aukerak,Opzioni,Opciones,Einstellungen,Настройки,Ayarlar,Configurações,Ustawienia
MainMenuDifficultyPanel-Easy Difficulty description,,Even faster life regeneration and extra health. ,战斗中拥有较快的生命回复速度和额外的生命值. 适合对故事本身更感兴趣的玩家.,ライフの回復が早く、体力増加。ビデオゲームに慣れていない人やストーリーを楽しみたい人向け,戰鬥中擁有較快的生命回復速度和額外的生命值. 適合對故事本身更感興趣的玩家.,Points de vie supplémentaires et régénération plus rapide. Pour les personnes non habituées aux jeux-vidéos et plus intéressées par l'histoire.,"더 빠른 체력 회복속도와 추가 체력. 게임에 익숙하지 않고, 스토리를 즐기고 싶은 사람을 위해",Bizitza gehiago duzu eta azkarrago leheneratzen da.,HP aggiuntivi e rigenerazione vita più veloce.,Mayor regeneración y vida extra.,Noch schnellere Regeneration und mehr KP.,Очень быстрая регенерация и дополнительное здоровье.,Daha hızlı can yenilenmesi ve ekstra sağlık. Daha önceden oyun oynamaya alışık olmayanlar ve daha çok hikaye ile ilgilenenler için.,Regeneração de vida ainda mais rápida e vida extra.,Jeszcze szybsza regeneracja życia i dodatkowe zdrowie.
MainMenuControllerLayout-KeyboardText,,Keyboard,键盘,キーボード,鍵盤,Clavier,키보드,Teklatua,Tastiera,Teclado,Tastatur,Клавиатура,Klavye,Teclado,Klawiatura
Home-Continue,,Continue,继续,続ける,繼續,Continuer,이어하기,Jarraitu,Continua,Continuar,Fortsetzen,Продолжить,Devam Et,Continuar,Kontynuuj
Settings-Battle Music,,Battle Music,音乐,バトルミュージック,音樂,Musique de Combat,전투 음악,Borroka Musika,Musica da Battaglia,Música de batalla,Kampfmusik,Музыка в бою,Savaş Müziği,Música de Batalha,Muzyka z Walki
MainMenuControllerLayout-Playstation,,PlayStation,Playstation,プレイステーション,Playstation,Playstation,Playstation,PlayStation,Playstation,PlayStation,PlayStation,PlayStation,Playstation,PlayStation,PlayStation
CHARACTER.Frog,,Frog,青蛙,カエル,青蛙,Grenouille,개구리,Igela,Rana,Rana,Frosch,Лягушка,Kurbağa,Sapo,Żaba
CHARACTER.ATM Machine,,ATM,自动提款机,現金自動預払機,自動提款機,Guichet Automatique,ATM 기계,ATM,ATM,Cajero,GAA,Банкомат,ATM,Caixa Terrortrônico,ATM
CHARACTER.Pink Stoneguard,,Pink Stoneguard,粉红石头守卫,ピンクの石守,粉紅石頭守衛,Gardepierre Rose,분홍 경비병,Harrizain Arrosa,Guardia di Pietra Rosa,Gólem rosa,Pink Steinwächter,Розовый каменный страж,Pembe Taş Koruma,Guarda de Pedra Rosa,Różowy Kamienny Strażnik
CHARACTER.Ludwig,,Ludwig,路德维希,ルートヴィヒ,路德維希,Ludwig,루드비히,Ludwig,Ludwig,Ludwig,Ludwig,Людвиг,Ludwig,Ludwig,Ludwig
CHARACTER.Fang,,Fang,尖牙,ファング,尖牙,Fang,팽,Hagin,Fang,Molar,Fang,Фэнг,Fang,Presa,Fang
CHARACTER.Reese,,Reese,里斯,リース,里斯,Reese,리즈,Reese,Reese,Reese,Reese,Риз,Reese,Reese,Reese
CHARACTER.Blue Stoneguard,,Blue Stoneguard,蓝色石头守卫,青の石守,藍色石頭守衛,Gardepierre Bleu,파란 경비병,Harrizain Urdina,Guardia di Pietra Blu,Gólem azul,Blauer Steinwächter,Синий каменный страж,Mavi Taş Koruma,Guarda de Pedra Azul,Niebieski Kamienny Strażnik
CHARACTER.Barbot,,Barbot,酒吧侍从机器人,バーボット,酒吧侍從機械人,Robobar,바텐더 봇,Tabernabot,Robobarista,Barbot,Barbot,Бар-бот,Barbot,Barbô,Barbot
CHARACTER.CatGod,,CatGod,猫神,猫神,貓神,Dieu Chat,고양이 신,Katu Jainkoa,Dio Gatto,Dios Gato,KatzenGott,Кот-Бог,KediTanrısı,DeusGato,KociBóg
CHARACTER.Blue Theif,,Blue Thief,蓝色盗贼,ブルーシーフ,藍色盜賊,Larron Bleu,블루,Lapur Urdina,Ladro Blu,Ladrón Azul,Blauer Dieb,Синий вор,Mavi Hırsız,Azuladrão,Niebieski Złodziej
ExecuteMultipleDialogueCommand.IncineratorGnomeBattle Section - ChrisWonders,,#C$L&S@,#C$L&S@,#C$L&S@,#C$L&S@,#C$L&S@,#C$L&S@,#C$L&S@,#C$L&S@,#C$L&S@,#C$L&S@,#C$L&S@,#C$L&S@,#C$L&S@,#C$L&S@
CHARACTER.Purple,,Purple,紫头发,紫,紫頭髮,Pourpre,퍼플,More,Viola,Morado,Lila,Розовый,Mor,Roxa,Fioletowy
CHARACTER.Universe,,Universe,宇宙,ユニバース,宇宙,Univers,세계,Unibertsoa,Universo,Universo,Universum,Вселенная,Evren,Universo,Wszechświat
ExecuteMultipleDialogueCommand.IncineratorGnomeBattle Section - Zing,,2402488,2402488,2402488,2402488,2402488,2402488,2402488,2402488,2402488,2402488,2402488,2402488,2402488,2402488
ExecuteMultipleDialogueCommand.IncineratorGnomeBattle Section - SlaponthefaceJordi,,@V#G+X#,@V#G+X#,@V#G+X#,@V#G+X#,@V#G+X#,@V#G+X#,@V#G+X#,@V#G+X#,@V#G+X#,@V#G+X#,@V#G+X#,@V#G+X#,@V#G+X#,@V#G+X#
PlayerTutorial-Deflect,,Deflect,回击,打ち返す,回擊,Renvoyer,반사,Desbideratu,Defletti,Devolver,Parieren,Отражение,Karşıla,Defletir,Odbij
PlayerTutorial-AbsorbTwoNotes,,Deflect two notes of same energy,回击两个相同的音符,2つの同じ色の音符を吸収して打ち返す,回擊兩個相同的音符,Renvoyer deux notes d'énergie identique,같은 색의 두 노트를 흡수한다,Energia bera duten bi notak desbideratu,Defletti due note con la stessa energia,Refleja dos notas de la misma energía,Pariere zwei Noten der gleichen Energie,Отразите две ноты с одинаковой энергией,Aynı enerjideki iki notayı kullanarak karşıla,Deflita duas notas de mesma energia,Odbij 2 ataki o tej samej energii
PlayerTutorial-DefeatFrog,,Defeat Frog,打败青蛙,カエルを倒す,打敗青蛙,Vaincre Grenouille,개구리에게 승리,Igela garaitu,Sconfiggi Rana,Derrota a Rana,Besiege Frosch,Победите Лягушку,Kurbağayı mağlup et,Derrote o Sapo,Pokonaj Żabę
PlayerTutorial-DamageFrog,,Damage Frog,对青蛙造成伤害,カエルにダメージを与える,對青蛙造成傷害,Blesser Grenouille,개구리에게 공격,Igela zauritu,Danneggia Rana,Haz daño a Rana,Füge Frosch Schaden zu,Нанесите Лягушке урон,Kurbağaya zarar ver,Dê dano ao Sapo,Zrań Żabę
ExecuteDialogueCommand.FrogBattlev2 Section - FadeComplete,,Deflect my attacks.,对我的攻击做出反击,私の攻撃を打ち返せ,對我的攻擊做出反擊,Renvoie mes attaques,내 공격을 반사해보게.,Nire erasoak desbideratu.,Defletti i miei attacchi.,Refleja mis ataques.,Pariere meine Attacken.,Отражай мои атаки.,Saldırılarımı karşıla,Tente defletir os meus ataques.,Odbij moje ataki.
ExecuteDialogueCommand.FrogBattlev2 Section - FadeInStart,,Listen closely now...,你听好了,よく聞くんだ,你聽好了,Écoute attentivement maintenant,이제 잘 듣게나...,Entzun arretaz...,Ascolta attentamente...,Escucha atentamente...,Hör jetzt genau hin...,Теперь слушай внимательно...,Şimdi dikkatlice dinle,Ouça atentamente...,Teraz posłuchaj uważnie...
ExecuteDialogueCommand.FrogBattlev2 OnNpcHealth - 4,,"Don't worry, I will be fine.","你放心,我不会有事的",心配しないで、私は大丈夫だから。,"你放心,我不會有事的","Ne t'inquiète pas pour moi, ça va aller.","걱정하지 말게, 난 괜찮아.","Ez kezkatu, ongi egongo naiz.","Non preoccuparti, starò bene.","No te preocupes, estaré bien.","Keine Sorge, mir passiert nichts.","Не беспокойся, я буду в порядке.","Merak etme, iyi olacağım","Não se preocupe, ficarei bem.","Nie martw się, nic mi nie będzie."
ExecuteMultipleDialogueCommand.FrogBattlev2 OnNpcHealth - 0,,Well done./You can now free {color=#f2f2f2}souls{/color}.,好了/你现在可以超度{color=#f2f2f2}灵魂{/color}了.,よくやった／これで{color=#f2f2f2}魂{/color}を解放することができる。,好了/你現在可以超度{color=#f2f2f2}靈魂{/color}了.,Bien joué/Tu peux maintenant libérer les {color=#f2f2f2}âmes{/color},잘했어./이제 {color=#f2f2f2}영혼들{/color}을 해방할 수 있겠군.,Oso ondo./Orain {color=#f2f2f2}arimak{/color} aska ditzakezu.,Ben fatto/Ora puoi liberare le {color=#f2f2f2}anime{/color}.,Bien hecho./Ya puedes liberar {color=#f2f2f2}almas{/color}.,Gut gemacht./Du kannst nun {color=#f2f2f2}Seelen{/color} befreien.,Молодец./Теперь ты можешь освобождать {color=#f2f2f2}души{/color}.,Tebrikler/Artık özgürsün {color=#f2f2f2}ruhlar{/color},Muito bem./Agora você pode libertar {color=#f2f2f2}almas{/color}.,Dobra robota./Teraz możesz uwolnić {color=#f2f2f2}dusze{/color}.
